"model","day","error","msa"
"homo","2020-04-01",42.8128407619711,"Washington, D.C."
"homo","2020-04-02",43.6979526743743,"Washington, D.C."
"homo","2020-04-03",47.4011407931414,"Washington, D.C."
"homo","2020-04-04",44.5207850086043,"Washington, D.C."
"homo","2020-04-05",36.0281682704219,"Washington, D.C."
"exp","2020-02-10",88.3539845373561,"Washington, D.C."
"exp","2020-02-11",85.1833800280298,"Washington, D.C."
"exp","2020-02-12",86.1466662629392,"Washington, D.C."
"exp","2020-02-13",88.5108019644781,"Washington, D.C."
"exp","2020-02-14",102.778610414373,"Washington, D.C."
"exp","2020-02-15",88.7870621008319,"Washington, D.C."
"exp","2020-02-16",78.2039891614797,"Washington, D.C."
"exp","2020-03-30",43.1064092008379,"Washington, D.C."
"exp","2020-03-31",34.5845962923818,"Washington, D.C."
"exp","2020-04-01",38.0657769503711,"Washington, D.C."
"exp","2020-04-02",39.0651170875036,"Washington, D.C."
"exp","2020-04-03",42.5904654808852,"Washington, D.C."
"exp","2020-04-04",41.4776585293573,"Washington, D.C."
"exp","2020-04-05",34.1807611497669,"Washington, D.C."
"power","2020-02-10",722.177410356715,"Washington, D.C."
"power","2020-02-11",702.750862387984,"Washington, D.C."
"power","2020-02-12",706.599752179567,"Washington, D.C."
"power","2020-02-13",718.508463958519,"Washington, D.C."
"power","2020-02-14",803.604056502811,"Washington, D.C."
"power","2020-02-15",629.608892720976,"Washington, D.C."
"power","2020-02-16",575.351784477744,"Washington, D.C."
"power","2020-03-30",367.055414020097,"Washington, D.C."
"power","2020-03-31",308.764799442942,"Washington, D.C."
"power","2020-04-01",328.873858508479,"Washington, D.C."
"power","2020-04-02",333.184803097127,"Washington, D.C."
"power","2020-04-03",352.757394242905,"Washington, D.C."
"power","2020-04-04",342.788908752528,"Washington, D.C."
"power","2020-04-05",306.412325544973,"Washington, D.C."
