"urban_fips","urban_name","total_population","male_population","female_population","age_under_18","age_65_and_over","white_population","black_population","asian_population","hispanic_population","median_household_income","per_capita_income","poverty_population","total_housing_units","owner_occupied_housing_units","renter_occupied_housing_units","median_home_value","high_school_graduate","bachelors_degree","graduate_or_professional_degree","mean_commute_time","car_commute","public_transit_commute","walk_commute","work_from_home","families_with_children","single_parent_families","broadband_internet"
"90163","Vandalia, MO Urban Cluster (2010)",3857,1055,2802,48,5,3060,503,30,43,40650,12829,400,1175,571,368,64800,838,157,9,1041,1037,0,4,16,251,68,614
"90182","Vandenberg AFB, CA Urban Cluster (2010)",3027,1807,1220,243,0,1907,345,155,548,67457,24832,99,991,0,941,NA,79,349,9,1745,1513,0,170,65,505,18,933
"90217","Van Wert, OH Urban Cluster (2010)",11080,5133,5947,300,77,10553,286,74,475,44691,24024,1900,5042,3024,1537,88100,2929,690,38,4668,4437,24,97,81,1460,455,3458
"90244","Vassar, MI Urban Cluster (2010)",3359,1782,1577,101,43,2943,129,13,230,37750,20457,693,1592,921,487,82300,737,194,0,1289,1268,0,6,27,477,124,1047
"90271","Veneta, OR Urban Cluster (2010)",6414,3142,3272,127,85,5230,35,172,981,51745,25958,1086,2491,1909,532,219900,775,495,7,2499,2373,38,85,284,808,107,2154
"90282","Venus, TX Urban Cluster (2010)",4634,2916,1718,192,52,3487,562,308,1354,62934,18066,293,1182,932,173,127700,954,244,13,1615,1611,0,0,32,535,135,973
"90298","Vergennes, VT Urban Cluster (2010)",2562,1196,1366,44,46,2505,5,0,53,64205,31831,281,1186,689,429,216700,516,351,13,1440,1325,15,100,27,309,95,958
"90325","Vermillion, SD Urban Cluster (2010)",10327,4960,5367,262,81,8922,250,402,329,40511,24974,2452,4272,1625,2123,153900,602,1153,519,5197,4127,65,846,271,806,254,3403
"90352","Vernal, UT Urban Cluster (2010)",19779,9967,9812,1128,103,17786,128,18,1958,63117,24912,2583,7853,4061,2014,189700,3167,1490,16,8061,7653,12,268,293,2406,356,5077
"90379","Vernon, TX Urban Cluster (2010)",9895,4673,5222,236,84,7360,1209,111,3291,42122,22743,2024,4865,2304,1790,63900,1926,658,0,4614,4494,3,65,40,1104,385,2528
"90433","Versailles, KY Urban Cluster (2010)",16029,7539,8490,617,205,14625,838,80,1236,59186,29306,2438,6600,4291,1996,181400,2854,2053,100,7320,7052,13,137,259,2080,476,5224
"90460","Versailles, OH Urban Cluster (2010)",3454,1685,1769,99,41,3402,20,0,10,62721,33690,137,1492,1062,278,145700,951,320,0,1558,1499,2,37,14,439,86,1108
"90487","Vicksburg, MS--LA Urban Cluster (2010)",27376,12537,14839,948,267,9967,16567,279,691,37788,23249,7063,13299,5821,5050,117300,4068,2589,188,10538,10080,30,140,117,3623,1524,8086
"90514","Victoria, TX Urbanized Area (2010)",67172,32103,35069,2473,704,57256,4872,1063,35533,53181,28375,11517,26693,14211,9208,135600,11122,5813,488,29585,28233,439,537,1153,8004,1915,16846
"90541","Victorville--Hesperia, CA Urbanized Area (2010)",343199,169543,173656,13840,2423,249717,38093,9262,179561,54541,20987,66071,105122,58862,38569,234300,56650,17293,672,112136,109365,727,823,7512,45208,9665,85571
"90568","Vidalia, GA Urban Cluster (2010)",13231,5646,7585,259,101,6181,5432,245,1570,31768,24232,4019,6122,2303,2716,106500,2360,748,60,4890,4671,9,117,60,1708,717,3582
"90595","Vienna, GA Urban Cluster (2010)",3198,1629,1569,68,23,647,2460,0,160,26428,18381,1283,1556,658,691,67900,787,164,13,1057,1057,0,0,0,267,62,720
"90622","Vieques (Vieques Municipio), PR Urban Cluster (2010)",8471,4174,4297,271,246,4652,637,0,8033,15373,10424,3837,4469,1512,643,110200,2217,692,190,2253,2151,0,102,161,322,147,1358
"90631","Village of Four Seasons, MO Urban Cluster (2010)",4342,2043,2299,67,137,4217,48,15,34,66607,35198,400,6515,1499,183,236000,651,714,19,1440,1410,0,30,110,360,60,1551
"90640","Village of Oak Creek (Big Park), AZ Urban Cluster (2010)",5498,2748,2750,50,126,4666,113,70,1063,58289,41962,416,3441,1684,926,464300,560,1101,128,1876,1673,4,78,314,260,29,2268
"90658","Villas, NJ Urbanized Area (2010)",49018,24069,24949,1348,709,43902,2626,511,4562,59802,35852,5285,48343,15900,5548,267600,11397,6190,223,21160,18648,516,1436,686,5066,824,18169
"90676","Ville Platte, LA Urban Cluster (2010)",9398,4457,4941,383,61,3699,5616,0,56,20799,14214,3828,4812,1618,2172,73500,2172,406,3,3133,2945,79,64,47,1294,653,2077
"90703","Vincennes, IN Urban Cluster (2010)",19898,10234,9664,562,178,18210,957,209,557,40803,23415,3659,9224,4432,3607,87700,3497,1250,105,9228,8594,39,363,174,2307,637,6458
"90730","Vineland, NJ Urbanized Area (2010)",93668,44929,48739,3330,704,68245,13698,1698,29970,54433,27594,13354,37610,22345,12026,165400,19760,8015,265,39296,37810,397,472,819,11586,3329,27221
"90757","Vineyard Haven, MA Urban Cluster (2010)",10463,5320,5143,245,144,9076,656,31,101,64956,38266,861,8613,2627,1292,626000,2149,1875,83,4616,4183,43,190,474,883,178,3091
"90784","Vinita, OK Urban Cluster (2010)",5461,2733,2728,118,88,3380,268,36,251,39203,19530,1179,2648,1150,941,79400,1314,299,10,1897,1814,0,35,42,658,183,1426
"90811","Vinton, IA Urban Cluster (2010)",4335,2053,2282,93,117,4160,38,29,117,47557,29366,639,1956,1302,492,127100,1079,483,25,2001,1922,14,65,125,396,95,1265
"90838","Vinton, LA Urban Cluster (2010)",2353,1298,1055,246,22,2067,258,0,72,38965,18636,629,1126,561,285,87200,407,203,0,909,818,2,7,41,285,75,577
"90851","Virden, IL Urban Cluster (2010)",4385,2123,2262,87,41,4352,0,6,28,52418,26269,340,2087,1387,383,93200,1067,437,12,1857,1849,2,2,74,649,164,1422
"90865","Virginia, MN Urban Cluster (2010)",12847,6548,6299,378,177,12090,55,67,181,40840,27166,2703,7266,3515,2737,92300,2363,1421,22,5575,4884,50,591,140,1367,477,4585
"90892","Virginia Beach, VA Urbanized Area (2010)",1470179,723009,747170,49536,12838,814671,487760,62117,106596,65162,33386,166085,603716,323764,228781,240100,200350,190502,11313,718563,665395,12840,26326,26356,181600,47228,471172
"90919","Viroqua, WI Urban Cluster (2010)",4186,2017,2169,227,116,3906,32,80,38,38298,23750,657,2056,1231,737,129100,1195,452,17,1850,1554,33,157,198,516,137,1421
"90946","Visalia, CA Urbanized Area (2010)",230307,111788,118519,10032,1699,167934,5602,9765,134496,56431,24135,44657,75878,42849,29301,220000,29505,16364,748,89480,86249,801,892,3215,32509,6733,60081
"90959","Vistancia, AZ Urban Cluster (2010)",8396,3857,4539,187,210,7517,117,124,710,102852,47641,281,3447,2700,356,374600,653,1912,173,2544,2409,17,35,497,849,44,3015
"90973","Vivian, LA Urban Cluster (2010)",2989,1470,1519,135,31,1597,1234,0,114,29100,17689,961,1462,589,565,75300,753,112,0,949,874,0,64,11,441,205,558
"94870","Whiteman AFB, MO Urban Cluster (2010)",6754,4115,2639,351,28,5603,516,200,648,50800,22133,377,2439,574,1564,123100,534,593,24,4028,3723,0,254,201,957,65,2025
"94879","White Pine, TN Urban Cluster (2010)",2928,1314,1614,70,59,2807,7,0,311,35571,18109,744,1349,871,339,109600,726,72,10,1152,1112,0,4,38,387,112,824
"94888","Whiteriver, AZ Urban Cluster (2010)",6698,3114,3584,364,23,111,15,31,173,29787,9985,2848,1724,723,803,57100,1010,82,0,1271,1110,40,72,31,822,216,495
"94915","White Rock, NM Urban Cluster (2010)",5274,2685,2589,113,45,4760,22,94,813,133125,60351,126,2165,1872,171,294200,312,995,470,2466,2306,70,90,23,678,41,1924
"94942","Whitesboro, TX Urban Cluster (2010)",4605,2265,2340,246,23,4426,87,0,243,58971,22334,560,1940,926,764,106400,955,267,0,1935,1888,33,14,208,546,66,1191
"94969","White Sulphur Springs, WV Urban Cluster (2010)",3141,1331,1810,136,6,2479,376,16,111,42019,19752,616,1574,720,538,124400,486,245,0,1213,1153,14,37,0,430,185,925
"94996","Whiteville, NC Urban Cluster (2010)",7277,3493,3784,253,29,3633,3098,66,254,32816,20269,1886,3289,1400,1216,116500,1463,668,95,2045,2032,0,7,56,1004,362,1921
"94005","Westernport, MD--WV Urban Cluster (2010)",5753,2732,3021,217,33,5311,261,28,69,40996,20733,1144,2863,1522,765,67800,1750,251,0,2198,2054,47,87,32,657,218,1702
"94024","Westfield, NY Urban Cluster (2010)",2326,1173,1153,53,22,2203,0,101,72,38504,24335,335,1204,611,412,74500,348,337,28,863,742,0,121,115,207,28,785
"94051","West Frankfort, IL Urban Cluster (2010)",8489,4082,4407,390,156,8186,97,37,71,30736,19109,2554,4199,2403,1355,61100,1761,320,0,2985,2819,61,73,112,999,376,2661
"94132","West Jefferson, OH Urban Cluster (2010)",4531,2076,2455,172,64,4438,0,0,84,60160,28070,365,1917,1156,622,128400,1436,350,0,2085,2030,0,38,86,487,92,1454
"94186","West Lafayette, OH Urban Cluster (2010)",2456,1069,1387,92,13,2422,0,6,16,37847,19803,565,1131,736,291,73900,806,119,0,946,906,0,36,0,341,169,776
"94213","West Liberty, IA Urban Cluster (2010)",3732,2001,1731,97,28,3112,77,118,1877,54250,22352,122,1342,756,383,125400,738,190,11,1782,1722,0,60,95,396,126,849
"94294","Westminster--Eldersburg, MD Urbanized Area (2010)",71361,35452,35909,2134,667,62753,3971,1974,2758,97720,43442,3423,27588,20381,5981,345500,10320,12908,678,33904,32753,252,626,2185,8819,1035,22720
"94321","Weston, WV Urban Cluster (2010)",4674,2239,2435,84,75,4524,29,22,0,34742,19933,1015,2483,1174,747,78800,1347,271,19,1679,1461,0,66,14,470,117,1446
"94345","Weston Lakes, TX Urban Cluster (2010)",3890,2029,1861,124,130,3751,0,115,351,165136,70308,122,1536,1369,28,452900,285,1201,26,1262,1170,30,62,272,387,0,1382
"94375","West Plains, MO Urban Cluster (2010)",10898,5047,5851,261,175,10519,19,36,193,34728,22583,3051,5175,2399,2227,95100,1913,1077,169,4407,4342,3,25,144,1117,277,3252
"94402","West Point, MS Urban Cluster (2010)",9265,4086,5179,285,107,2953,6255,57,0,28863,18729,3048,4057,2080,1529,85000,1631,622,11,2978,2823,0,5,90,1014,551,2630
"94429","West Point, NE Urban Cluster (2010)",3205,1632,1573,70,24,2822,1,13,708,47872,25967,227,1521,776,501,110400,538,337,0,1560,1513,0,47,58,361,38,987
"94442","West Point, NY Urban Cluster (2010)",11912,6896,5016,548,87,8481,1251,776,1423,98904,32579,296,3553,1351,1738,235900,963,1323,267,5249,3910,70,1219,1194,1214,124,2810
"94456","West Point, VA Urban Cluster (2010)",2602,1120,1482,11,0,2452,38,101,68,69775,33636,99,1126,802,159,231600,520,358,0,1300,1276,0,0,113,225,39,776
"94520","West Tawakoni, TX Urban Cluster (2010)",7638,3740,3898,202,118,7217,13,44,1181,46750,22275,1194,3724,2039,880,76900,1187,413,4,2753,2707,0,8,38,845,188,2094
"94537","West Union, OH Urban Cluster (2010)",2375,1037,1338,77,26,2360,5,0,3,25652,19371,622,1466,532,582,81300,725,158,0,838,806,32,0,12,271,149,673
"94564","Westville, IN Urban Cluster (2010)",5688,4942,746,48,23,4065,1462,22,375,47639,10182,253,822,529,109,125600,772,217,0,638,631,4,0,14,190,56,528
"94591","West Wendover, NV--UT Urban Cluster (2010)",4510,2198,2312,335,0,3828,0,0,2799,57238,24192,788,1784,686,657,160500,770,122,0,2311,2183,4,124,69,684,155,1105
"94618","Wetumpka, AL Urban Cluster (2010)",7997,3358,4639,438,34,4879,2695,75,82,43418,23786,809,3403,1665,1170,140200,1557,667,37,2948,2853,0,95,82,956,258,2098
"94645","Wewoka, OK Urban Cluster (2010)",2887,1405,1482,101,35,1557,451,0,136,28313,15854,860,1540,560,546,52700,549,137,0,873,828,0,30,15,333,102,602
"94658","Weyers Cave, VA Urban Cluster (2010)",1558,728,830,14,42,1484,0,0,254,57443,28524,0,683,506,99,214100,346,335,0,770,747,0,23,38,157,27,470
"94672","Wharton, TX Urban Cluster (2010)",9125,4539,4586,357,37,5769,2832,64,3069,39592,19291,1821,4115,1861,1670,91100,1667,373,105,3494,3402,0,33,17,1034,398,2063
"94685","Wheatland, CA Urban Cluster (2010)",3799,1930,1869,52,10,3312,6,71,617,74583,31548,210,1434,941,455,264300,525,315,9,1733,1676,0,28,55,505,68,1289
"94699","Wheatland, WY Urban Cluster (2010)",3554,1924,1630,44,41,3281,0,96,380,60069,41765,109,1900,1225,449,169700,993,204,0,1911,1823,0,54,16,492,123,1242
"94726","Wheeling, WV--OH Urbanized Area (2010)",77445,37505,39940,1980,1145,72002,3056,361,880,45249,29195,11219,40057,22239,10623,95900,20287,7829,543,32860,30976,335,1339,781,7452,1870,23747
"94739","Whispering Pines, NC Urban Cluster (2010)",3719,1756,1963,84,43,3400,98,88,101,76860,34268,124,1450,1185,190,301900,308,792,49,1243,1243,0,0,219,531,36,1249
"94753","Whitefish, MT Urban Cluster (2010)",7657,3935,3722,322,195,7460,1,22,172,51468,38091,642,4630,1877,1330,360300,890,2020,50,3856,3335,103,243,383,677,71,2786
"94780","White Hall, IL Urban Cluster (2010)",3913,1911,2002,77,52,3829,35,0,50,38576,21530,799,1993,1175,390,57700,1136,190,0,1655,1616,0,13,38,448,175,1142
"94807","Whitehall, MI Urban Cluster (2010)",10873,5047,5826,310,191,10204,115,104,782,53655,26019,1335,4751,3181,1098,118500,2237,1045,29,4524,4431,17,50,118,1343,360,3437
"89920","Vail, CO Urban Cluster (2010)",5898,3136,2762,33,84,5725,30,49,470,84076,56756,494,6685,1599,750,719700,369,2144,22,3768,3137,293,257,396,273,40,2111
"89947","Valatie, NY Urban Cluster (2010)",4867,2347,2520,73,78,4608,56,12,292,73594,37636,438,2474,1541,409,218000,956,551,21,2024,1952,39,24,136,544,111,1635
"89974","Valdosta, GA Urbanized Area (2010)",78650,38657,39993,2932,572,38132,35116,1386,5121,37641,21511,20876,32731,12190,15824,131900,11838,6782,659,32742,31197,93,860,823,8666,2559,17951
"93025","Wausau, WI Urbanized Area (2010)",75091,36930,38161,2309,1077,64008,707,7309,2000,55568,31728,8478,34027,19590,12195,138900,13838,9738,308,37511,35846,264,988,1560,8724,1710,26895
"93052","Wauseon, OH Urban Cluster (2010)",7151,3328,3823,191,38,6191,17,78,1157,54789,24485,554,2883,1714,974,126700,1843,693,0,3427,3339,6,51,0,953,113,2254
"93065","Wautoma, WI Urban Cluster (2010)",2474,1089,1385,74,26,1991,11,39,546,39732,20075,409,1173,608,423,79800,556,152,12,984,875,3,43,34,318,120,706
"93079","Waverly, IA Urban Cluster (2010)",8877,4267,4610,257,50,8082,205,226,162,63650,27680,721,3383,2401,758,165800,1294,1166,145,4399,3739,26,596,189,952,204,2645
"92012","Warsaw, MO Urban Cluster (2010)",3106,1398,1708,116,79,2863,17,0,91,30909,17442,668,1690,695,499,103400,885,140,1,1023,988,0,16,31,312,69,843
"92026","Warsaw, NY Urban Cluster (2010)",2913,1418,1495,56,36,2589,86,12,55,43969,27814,345,1285,595,644,112500,458,224,0,1219,1089,0,98,59,325,122,910
"92053","Warsaw, NC Urban Cluster (2010)",2704,1286,1418,128,20,1092,1391,4,564,25724,15956,460,1343,400,672,87800,627,114,0,1010,933,0,0,13,283,61,707
"92134","Warwick, NY Urban Cluster (2010)",11884,5586,6298,257,149,10486,251,86,1419,82763,41515,649,5052,3174,1718,325700,2225,1618,108,5382,4727,242,348,299,1227,130,3932
"92161","Wasco, CA Urban Cluster (2010)",26906,15895,11011,1128,196,21811,1649,161,22135,38545,12482,4638,6367,3517,2364,168000,4391,414,0,7865,7668,24,49,121,3170,682,3422
"92215","Waseca, MN Urban Cluster (2010)",9158,4066,5092,240,85,8144,333,60,872,45907,27391,990,3859,2507,1171,130200,1872,799,60,3981,3797,13,61,93,1246,357,2991
"92242","Washington, DC--VA--MD Urbanized Area (2010)",5009099,2445017,2564082,169618,43744,2484656,1345613,571076,879271,105149,51321,399903,1911280,1092444,707137,455000,493583,917799,120745,2547553,1954841,421701,100909,156256,595580,105037,1627066
"92269","Washington, GA Urban Cluster (2010)",3077,1354,1723,54,48,900,2105,0,0,24898,19251,911,1564,765,567,73400,915,115,15,1172,1156,5,11,28,318,153,538
"92296","Washington, IN Urban Cluster (2010)",13362,6641,6721,568,126,12025,584,0,1598,43679,21829,2149,5871,3206,1909,91300,2808,875,55,5822,5537,26,153,89,1592,407,3647
"92323","Washington, IA Urban Cluster (2010)",6746,3189,3557,189,59,6088,119,100,674,53461,26237,1054,3060,1719,1034,115400,1512,588,61,3037,2772,12,160,230,900,310,2151
"92350","Washington, MO Urban Cluster (2010)",14415,6829,7586,333,129,13666,8,356,87,60422,30874,1068,6276,4086,1847,164600,2711,1768,2,6894,6574,13,250,375,1834,346,4993
"92377","Washington, NJ Urban Cluster (2010)",14933,7304,7629,281,179,13366,766,247,1452,74761,39434,984,6717,4238,1943,231000,3073,2313,48,7673,7056,319,195,436,1644,309,5411
"92404","Washington, NC Urban Cluster (2010)",15689,7171,8518,603,114,9682,5342,2,2238,33926,27129,3913,8183,3501,3224,144000,2677,1483,112,6002,5697,0,180,237,1824,772,4523
"92431","Washington Court House, OH Urban Cluster (2010)",15236,7155,8081,501,151,13965,466,274,254,42514,24258,2839,7154,3590,2926,105400,4385,1132,44,6182,6047,42,84,165,2066,656,4865
"92445","Washoe Valley, NV Urban Cluster (2010)",2227,1227,1000,42,80,2039,24,58,153,61750,37539,171,1172,971,173,321500,387,374,30,977,977,0,0,4,118,13,962
"92470","Watchtower, NY Urban Cluster (2010)",3533,1978,1555,32,32,2397,494,162,962,62464,14130,2057,653,269,318,180700,1200,352,12,620,597,0,23,47,161,24,478
"92485","Waterbury, CT Urbanized Area (2010)",191736,93309,98427,6151,1882,138453,27714,4285,47911,57805,30135,29671,80954,41235,30708,179100,38816,17608,934,86728,81771,2299,1583,3061,22627,7107,55854
"92512","Waterbury, VT Urban Cluster (2010)",3219,1544,1675,130,36,3040,0,81,82,56250,33999,577,1492,786,628,238400,509,549,112,1649,1407,36,142,74,361,99,1141
"92539","Waterford, CA Urban Cluster (2010)",9510,4816,4694,371,137,8112,75,211,4777,57854,20569,1830,2903,1823,852,245700,1689,271,20,3290,3264,0,6,155,1207,237,2264
"92566","Waterloo, IL Urban Cluster (2010)",9447,4330,5117,288,141,9169,33,148,201,64335,34635,347,4099,2978,1017,184600,1942,1348,47,4075,3801,22,73,411,1190,181,3178
"92593","Waterloo, IA Urbanized Area (2010)",113791,55768,58023,3786,1052,92785,12230,3060,5724,50942,29795,18871,50046,28433,17222,140100,17981,13646,932,56004,52669,325,2264,2230,12741,3226,37071
"92620","Waterloo, WI Urban Cluster (2010)",2705,1403,1302,68,31,2358,0,0,119,70714,31492,221,1233,876,280,149800,594,430,0,1458,1399,0,44,57,353,122,1030
"92647","Watertown, MN Urban Cluster (2010)",4320,2040,2280,219,53,4261,0,0,125,83229,32354,265,1705,1212,352,206600,668,414,0,2192,2110,5,60,163,621,55,1341
"92674","Watertown, NY Urbanized Area (2010)",52972,28122,24850,2477,384,42469,4916,1276,6110,43469,23240,8812,23481,7476,12354,135400,8158,4128,184,23604,20398,209,2283,1463,6989,1791,16705
"92701","Watertown, SD Urban Cluster (2010)",21300,10585,10715,730,313,19941,215,110,626,50711,28560,2987,10186,5637,3780,171200,4269,2389,20,10874,10544,41,145,477,2701,762,7644
"92728","Watertown, WI Urban Cluster (2010)",23000,11403,11597,688,150,21729,422,66,2102,52038,26012,2417,9435,5394,3670,153700,5297,2137,83,11765,11036,67,523,220,2735,549,7474
"92755","Water Valley, MS Urban Cluster (2010)",2640,1247,1393,167,48,1084,1527,0,0,42691,20080,530,1178,602,417,92400,590,182,33,938,902,10,15,9,308,79,593
"92782","Waterville, ME Urban Cluster (2010)",26561,12424,14137,627,279,25256,202,443,530,41284,26407,5352,12636,6032,5362,128500,4801,2641,537,11312,10025,7,1112,440,2852,938,8607
"92809","Watkins Glen, NY Urban Cluster (2010)",3550,1609,1941,109,34,3385,66,76,154,40321,25687,667,1765,802,647,119000,694,298,10,1238,1100,2,112,124,291,68,1136
"92836","Watonga, OK Urban Cluster (2010)",2866,2095,771,30,71,1865,364,0,818,42666,16759,233,1061,460,367,82100,570,106,14,757,717,0,28,2,223,74,522
"92863","Watseka, IL Urban Cluster (2010)",4709,2089,2620,84,75,4511,21,39,220,40147,25109,665,2664,1326,882,82200,1103,249,15,2212,2116,4,75,32,507,95,1708
"92890","Watsonville, CA Urbanized Area (2010)",77128,38972,38156,3525,578,40682,584,2182,60548,59225,22385,11081,21324,10114,10520,483700,9050,4401,304,32489,28716,395,583,1462,9817,1701,15990
"92917","Wauchula, FL Urban Cluster (2010)",14481,7569,6912,681,57,10636,1258,80,8154,35634,16367,4406,5295,2363,1936,64600,3622,498,0,5068,4731,234,63,87,1679,452,2510
"92944","Waukon, IA Urban Cluster (2010)",3473,1608,1865,104,105,3385,0,0,89,45904,29650,336,1830,1255,386,107600,906,363,7,1690,1597,0,86,81,409,100,1155
"92971","Waupaca, WI Urban Cluster (2010)",7845,3933,3912,169,77,7406,110,145,306,53632,30779,546,3933,1822,1602,110400,2113,828,20,3512,3307,10,137,214,858,236,2830
"92998","Waupun, WI Urban Cluster (2010)",11215,6186,5029,302,35,10242,531,151,715,56212,26795,818,4515,2733,1557,119400,2743,945,75,4936,4775,9,135,209,1332,137,3362
"72019","Premont, TX Urban Cluster (2010)",2481,1383,1098,61,21,2167,8,7,2225,48258,19756,530,1032,672,140,49400,524,168,0,1025,978,0,47,42,167,15,529
"72073","Prescott, AR Urban Cluster (2010)",2140,1039,1101,196,0,1092,983,0,0,33267,16431,433,1285,462,461,61100,549,58,22,664,653,1,8,2,356,171,732
"72100","Prescott, WI Urban Cluster (2010)",4083,2219,1864,244,30,3796,7,194,79,72500,32302,316,1718,1216,418,182300,946,374,50,2189,2189,0,0,106,543,35,1344
"72112","Prescott Valley--Prescott, AZ Urbanized Area (2010)",93481,44580,48901,2012,1706,85881,619,1076,13502,53788,30594,11571,46428,27235,13404,260800,13546,12300,1242,33141,31454,110,686,2554,8537,1612,34148
"72120","Presidential Lakes Estates, NJ Urban Cluster (2010)",2195,1278,917,28,38,1865,161,60,156,77733,35068,379,806,643,103,194800,541,181,0,933,879,0,36,37,219,9,641
"72127","Presidio, TX Urban Cluster (2010)",4010,1728,2282,47,84,3805,0,79,3863,17154,11205,2159,2135,777,671,58100,303,360,0,897,707,0,190,18,296,125,503
"72154","Presque Isle, ME Urban Cluster (2010)",5766,2987,2779,121,102,5238,61,87,95,32382,24963,1173,3099,1453,1208,101100,871,604,9,2799,2497,0,227,150,710,152,1889
"72181","Preston, ID Urban Cluster (2010)",4412,2272,2140,132,46,4042,35,0,451,46392,22757,741,1593,1103,467,150100,1162,354,0,1708,1631,0,52,102,577,50,1276
"72208","Prestonsburg, KY Urban Cluster (2010)",6058,2885,3173,226,65,5599,272,75,79,29037,19840,2271,2677,1362,929,79800,879,437,5,1658,1533,34,91,25,859,249,1684
"72235","Price, UT Urban Cluster (2010)",12832,6256,6576,395,117,12128,50,10,1805,50625,23430,2238,5861,3363,1567,146500,1810,945,71,5065,4814,30,203,202,1657,339,3988
"72244","Priceville, AL Urban Cluster (2010)",4237,2045,2192,102,38,3788,220,43,31,101143,41647,163,1485,1426,42,215900,594,903,81,1867,1853,0,11,45,456,68,1235
"72253","Prince Frederick, MD Urban Cluster (2010)",6466,2971,3495,137,15,4229,1598,194,422,77054,37064,603,2554,1672,689,326600,1209,625,8,2868,2565,44,111,172,818,214,1999
"72262","Princess Anne, MD Urban Cluster (2010)",10727,6970,3757,276,55,2536,7603,117,598,30444,8690,1645,2872,535,1643,141600,1684,458,19,2414,1974,15,318,104,772,467,1765
"72289","Princeton, IL Urban Cluster (2010)",7606,3343,4263,166,125,7444,17,1,462,53165,30616,1067,3890,2482,932,121000,1509,883,17,3412,3070,75,137,149,977,249,2694
