"msa_fips","msa_name","total_commute","drive_alone","carpool","public_transit","bicycle","walk","other_means","work_at_home"
"30020","Lawton, OK Metro Area",57581,48208,41786,684,81,1251,658,6699
"30060","Lebanon, MO Micro Area",15395,14550,12689,0,0,195,192,458
"30100","Lebanon, NH-VT Micro Area",108318,93988,83522,947,597,5172,1429,6185
"30140","Lebanon, PA Metro Area",67294,61339,55066,593,105,2341,441,2475
"30220","Levelland, TX Micro Area",9991,9402,7566,10,11,206,92,270
"30260","Lewisburg, PA Micro Area",17684,14696,13013,38,297,1338,114,1201
"30280","Lewisburg, TN Micro Area",14474,13904,12859,21,0,66,51,432
"30300","Lewiston, ID-WA Metro Area",28398,25365,23109,87,136,841,358,1611
"30340","Lewiston-Auburn, ME Metro Area",53112,48165,42130,80,167,1895,457,2348
"30380","Lewistown, PA Micro Area",21106,19354,16825,9,0,506,328,909
"30420","Lexington, NE Micro Area",12985,12225,10154,38,7,259,72,384
"30460","Lexington-Fayette, KY Metro Area",253618,226290,202726,3333,1097,7962,3345,11591
"30580","Liberal, KS Micro Area",10768,9955,7714,30,20,294,125,344
"30620","Lima, OH Metro Area",47375,44303,40709,325,24,724,670,1329
"30660","Lincoln, IL Micro Area",12211,11094,9806,52,77,359,30,599
"30700","Lincoln, NE Metro Area",179003,161521,145574,2048,1909,5896,1092,6537
"30780","Little Rock-North Little Rock-Conway, AR Metro Area",343281,320504,287893,1744,524,4584,3883,12042
"30820","Lock Haven, PA Micro Area",17492,15605,13687,37,34,931,332,553
"30860","Logan, UT-ID Metro Area",65851,56512,48932,1362,955,2343,636,4043
"30900","Logansport, IN Micro Area",17396,16532,14545,84,19,231,162,368
"30940","London, KY Micro Area",51160,48325,43109,42,24,957,302,1510
"30980","Longview, TX Metro Area",119782,112232,101234,104,49,1928,1156,4313
"31020","Longview, WA Metro Area",43638,40079,35770,96,227,885,283,2068
"31060","Los Alamos, NM Micro Area",9666,8237,7549,332,255,345,144,353
"31080","Los Angeles-Long Beach-Anaheim, CA Metro Area",6373454,5390117,4783853,309975,47612,159110,98219,368421
"31140","Louisville/Jefferson County, KY-IN Metro Area",610468,552511,500706,11195,1339,9757,7837,27829
"31180","Lubbock, TX Metro Area",152661,141697,122232,1215,540,3196,1286,4727
"31220","Ludington, MI Micro Area",12626,11777,10259,15,5,316,109,404
"31260","Lufkin, TX Micro Area",35888,33736,28876,99,19,676,321,1037
"31300","Lumberton, NC Micro Area",47986,46304,41706,110,12,362,435,763
"31340","Lynchburg, VA Metro Area",119561,108471,97499,1133,154,2746,1866,5191
"31380","Macomb, IL Micro Area",13223,11326,10033,183,58,984,164,508
"31420","Macon-Bibb County, GA Metro Area",92777,86433,77807,724,77,1681,1045,2817
"31460","Madera, CA Metro Area",54942,49655,42077,264,128,934,1957,2004
"31500","Madison, IN Micro Area",14161,12896,11857,17,0,505,156,587
"31540","Madison, WI Metro Area",366510,302569,275055,15646,8118,18161,3370,18646
"31580","Madisonville, KY Micro Area",18548,17626,16612,58,0,209,266,389
"31620","Magnolia, AR Micro Area",8826,8137,7491,12,21,547,15,94
"31660","Malone, NY Micro Area",18859,16704,14829,170,45,731,161,1048
"31680","Malvern, AR Micro Area",12983,12345,10807,26,0,344,45,223
"31700","Manchester-Nashua, NH Metro Area",222739,199307,181344,2263,324,4658,1889,14298
"31740","Manhattan, KS Metro Area",70275,60665,53620,210,890,4508,711,3291
"31820","Manitowoc, WI Micro Area",40183,36661,33968,229,293,882,346,1772
"31860","Mankato, MN Metro Area",55440,47950,43989,778,302,1855,403,4152
"31900","Mansfield, OH Metro Area",51512,48225,43717,485,130,681,338,1653
"31930","Marietta, OH Micro Area",26670,24269,22070,138,103,1016,88,1056
"31940","Marinette, WI-MI Micro Area",28996,26716,24003,66,137,741,340,996
"31980","Marion, IN Micro Area",28501,24644,22278,53,52,1956,356,1440
"32580","McAllen-Edinburg-Mission, TX Metro Area",321731,285092,257310,1137,420,3409,13044,18629
"32620","McComb, MS Micro Area",13771,13177,11939,47,4,131,230,182
"32660","McMinnville, TN Micro Area",16937,16136,14676,3,2,223,59,514
"32700","McPherson, KS Micro Area",14548,13119,12104,10,42,706,166,505
"32740","Meadville, PA Micro Area",37750,33247,29273,182,114,2148,394,1665
"32780","Medford, OR Metro Area",93137,80174,71135,958,1153,2600,796,7456
"32820","Memphis, TN-MS-AR Metro Area",613085,574793,518612,4688,611,6196,6635,20162
"32860","Menomonie, WI Micro Area",22977,19683,18132,24,265,1472,150,1383
"32900","Merced, CA Metro Area",100895,89287,79793,1177,463,2378,4025,3565
"32940","Meridian, MS Micro Area",41200,38686,34486,8,21,849,1039,597
"32000","Marion, NC Micro Area",18248,17319,15344,6,0,137,125,661
"32020","Marion, OH Micro Area",26011,24252,21294,258,29,349,271,852
"32100","Marquette, MI Micro Area",29906,26567,23885,132,279,1699,195,1034
"32140","Marshall, MN Micro Area",13241,11707,10489,51,101,527,121,734
"32180","Marshall, MO Micro Area",10300,9324,8033,7,15,261,128,565
"32260","Marshalltown, IA Micro Area",18572,17190,14205,21,110,447,147,657
"32280","Martin, TN Micro Area",14158,12747,11779,29,52,476,567,287
"32300","Martinsville, VA Micro Area",24623,23311,20818,204,0,114,371,623
"32340","Maryville, MO Micro Area",10922,9839,8834,7,59,487,61,469
"32380","Mason City, IA Micro Area",25745,23011,21117,117,162,751,338,1366
"32420","Mayagüez, PR Metro Area",25064,23537,21380,294,68,681,107,377
"32460","Mayfield, KY Micro Area",15422,14719,13809,46,0,113,227,317
"32500","Maysville, KY Micro Area",7204,6690,5979,23,9,127,37,318
"32540","McAlester, OK Micro Area",17079,15802,13979,16,23,444,147,647
"33020","Mexico, MO Micro Area",10744,9732,8762,0,6,295,175,536
"33060","Miami, OK Micro Area",12595,11960,10925,39,16,223,119,238
"33100","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2910343,2531846,2266104,96485,16869,46121,52043,166979
"33140","Michigan City-La Porte, IN Metro Area",46739,43000,38694,515,193,954,383,1694
"33180","Middlesborough, KY Micro Area",7364,6890,5831,20,11,179,97,167
"33220","Midland, MI Metro Area",37576,34965,32122,335,69,473,268,1466
"33260","Midland, TX Metro Area",86965,82229,73768,131,101,942,731,2831
"33300","Milledgeville, GA Micro Area",19727,18544,17099,127,25,411,263,357
"33340","Milwaukee-Waukesha, WI Metro Area",785023,696296,635362,25273,3719,20404,5726,33605
"33380","Minden, LA Micro Area",14446,13505,12748,54,18,116,121,632
"33420","Mineral Wells, TX Micro Area",11553,10280,9022,39,79,215,232,708
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1921266,1643456,1488717,88940,16165,43250,17502,111953
"33500","Minot, ND Micro Area",42630,39651,35396,196,36,909,300,1538
"33540","Missoula, MT Metro Area",63604,52443,46446,1302,2648,3244,692,3275
"33580","Mitchell, SD Micro Area",12092,10802,10164,188,17,342,236,507
"33620","Moberly, MO Micro Area",10289,9732,8856,37,6,127,95,292
"33660","Mobile, AL Metro Area",178065,165834,153043,767,200,1910,1802,7552
"33700","Modesto, CA Metro Area",221055,203005,180751,1854,601,2681,2418,10496
"33740","Monroe, LA Metro Area",80539,76111,68622,760,267,870,672,1859
"33780","Monroe, MI Metro Area",68933,64721,59513,163,145,787,557,2560
"33860","Montgomery, AL Metro Area",162166,152724,138396,662,107,2180,1150,5343
"33940","Montrose, CO Micro Area",19568,17035,14959,61,87,653,170,1562
"33980","Morehead City, NC Micro Area",30621,27895,25176,156,189,389,461,1531
"34540","Mount Vernon, OH Micro Area",28111,24551,21789,202,94,1248,491,1525
"34580","Mount Vernon-Anacortes, WA Metro Area",55983,49816,44266,491,294,1356,511,3515
"34620","Muncie, IN Metro Area",51709,45124,40840,951,405,2729,758,1742
"34660","Murray, KY Micro Area",17998,15589,13900,31,140,1306,173,759
"34700","Muscatine, IA Micro Area",21051,19614,18188,128,69,309,79,852
"34740","Muskegon, MI Metro Area",74646,70941,63052,339,251,795,313,2007
"34780","Muskogee, OK Micro Area",26193,24188,21940,155,94,393,504,859
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",196567,178412,160340,604,315,2884,2631,11721
"34860","Nacogdoches, TX Micro Area",27223,25013,21541,58,85,1166,109,792
"34900","Napa, CA Metro Area",69238,59596,52449,1201,791,2749,820,4081
"34940","Naples-Marco Island, FL Metro Area",154198,134882,115828,2415,1407,2072,2191,11231
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",959479,864859,774979,9622,1172,12674,10682,60470
"34020","Morgan City, LA Micro Area",18902,17813,16088,16,22,309,280,462
"34060","Morgantown, WV Metro Area",63228,54751,48685,1387,195,3528,390,2977
"34100","Morristown, TN Metro Area",58843,55083,48334,148,59,567,576,2410
"34140","Moscow, ID Micro Area",19659,15160,12954,230,600,2675,185,809
"34180","Moses Lake, WA Micro Area",40176,35360,29579,260,106,1312,704,2434
"34220","Moultrie, GA Micro Area",18245,16989,14447,265,11,212,337,431
"34260","Mountain Home, AR Micro Area",15791,14779,13276,1,0,415,67,529
"34300","Mountain Home, ID Micro Area",11942,10954,9457,43,18,222,216,489
"34340","Mount Airy, NC Micro Area",30747,29374,26563,86,15,283,250,739
"34350","Mount Gay-Shamrock, WV Micro Area",9471,9019,8021,29,0,245,3,175
"34380","Mount Pleasant, MI Micro Area",32653,28268,25511,328,338,2077,306,1336
"34420","Mount Pleasant, TX Micro Area",19618,18667,16325,54,0,106,371,420
"34460","Mount Sterling, KY Micro Area",18469,17646,15235,0,0,143,107,573
"34500","Mount Vernon, IL Micro Area",15713,14446,12864,119,5,277,237,629
"35020","Natchez, MS-LA Micro Area",16524,15647,14534,106,21,98,308,344
"35060","Natchitoches, LA Micro Area",11941,11324,9907,78,23,218,78,220
"35100","New Bern, NC Metro Area",54729,50182,44220,150,213,1186,830,2168
"35140","Newberry, SC Micro Area",16616,15632,14486,13,47,507,112,305
"35220","New Castle, IN Micro Area",19581,18464,16629,11,47,192,130,737
"35260","New Castle, PA Micro Area",38823,35941,31822,379,10,800,261,1432
"35300","New Haven-Milford, CT Metro Area",422610,366374,330972,16090,2322,14151,3988,19685
"35380","New Orleans-Metairie, LA Metro Area",583340,512742,455618,15084,6410,14679,8258,26167
"35420","New Philadelphia-Dover, OH Micro Area",43409,40285,36629,50,538,575,651,1310
"35440","Newport, OR Micro Area",18721,16081,13586,203,86,802,293,1256
"35460","Newport, TN Micro Area",13801,13140,11672,1,0,87,253,320
"35580","New Ulm, MN Micro Area",13500,11821,11080,45,76,464,37,1057
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area",9322339,5178794,4587095,2970634,63217,547593,144983,417118
"35660","Niles, MI Metro Area",70292,64185,57634,502,312,1862,868,2563
"35700","Nogales, AZ Micro Area",17041,15813,14491,134,20,177,308,589
"35740","Norfolk, NE Micro Area",24717,22490,20118,135,117,573,262,1140
"35820","North Platte, NE Micro Area",17926,16594,15318,106,24,495,102,605
"35840","North Port-Sarasota-Bradenton, FL Metro Area",327159,288832,260456,2633,2350,3308,3929,26107
"35860","North Vernon, IN Micro Area",13685,13130,11605,42,0,184,54,275
"47660","Warrensburg, MO Micro Area",26742,23947,21636,41,135,962,256,1401
"47700","Warsaw, IN Micro Area",38910,35891,31105,86,293,715,295,1630
"47780","Washington, IN Micro Area",14280,13012,10443,31,227,402,239,369
"47820","Washington, NC Micro Area",19213,17782,16702,20,24,325,195,867
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",3305065,2481670,2175181,442169,28607,110401,48583,193635
"47920","Washington Court House, OH Micro Area",12435,11884,10830,73,9,111,7,351
"35900","North Wilkesboro, NC Micro Area",29088,27820,24644,42,0,171,169,886
"35940","Norwalk, OH Micro Area",27054,25305,22795,92,197,688,141,631
"35980","Norwich-New London, CT Metro Area",137099,122030,110273,1982,392,4102,1287,7306
"36580","Oneonta, NY Micro Area",27257,22626,20404,472,77,2340,393,1349
"36620","Ontario, OR-ID Micro Area",20529,18372,16421,25,113,914,135,970
"47940","Waterloo-Cedar Falls, IA Metro Area",86713,77908,70288,396,332,3449,662,3966
"47980","Watertown, SD Micro Area",17933,16227,14899,41,41,320,148,1156
"48020","Watertown-Fort Atkinson, WI Micro Area",45365,41068,37086,70,147,1503,582,1995
"48060","Watertown-Fort Drum, NY Metro Area",51958,44930,40570,257,137,2882,1030,2722
"48100","Wauchula, FL Micro Area",9563,8718,7874,265,40,113,58,369
"48140","Wausau-Weston, WI Metro Area",84362,76975,69538,359,148,1969,717,4194
"48180","Waycross, GA Micro Area",20500,19312,17508,90,33,325,181,559
"48220","Weatherford, OK Micro Area",13728,12701,11448,14,20,347,47,599
"48260","Weirton-Steubenville, WV-OH Metro Area",50049,45612,42211,347,6,1857,305,1922
"48300","Wenatchee, WA Metro Area",54121,46517,42574,563,218,1966,1749,3108
"48460","West Plains, MO Micro Area",16210,15276,13598,64,16,152,171,531
"48500","West Point, MS Micro Area",7012,6436,5997,0,93,33,57,393
"48540","Wheeling, WV-OH Metro Area",60003,55908,52356,384,38,1677,312,1684
"48580","Whitewater, WI Micro Area",52757,47264,42937,241,273,2119,346,2514
"48620","Wichita, KS Metro Area",306512,284354,257546,1444,1080,5209,3608,10817
"48660","Wichita Falls, TX Metro Area",69529,59803,54151,363,67,5403,1159,2734
"48700","Williamsport, PA Metro Area",52349,47907,42834,572,211,1615,438,1606
"48780","Williston, ND Micro Area",18476,17237,15355,48,12,443,186,550
"48820","Willmar, MN Micro Area",21666,19460,17696,292,129,499,272,1014
"48900","Wilmington, NC Metro Area",135929,121078,110432,716,646,2275,1006,10208
"48940","Wilmington, OH Micro Area",19115,17433,15945,77,67,551,284,703
"48980","Wilson, NC Micro Area",34858,32424,29078,63,55,468,1072,776
"49020","Winchester, VA-WV Metro Area",65381,59666,52577,259,52,1377,615,3412
"49060","Winfield, KS Micro Area",15148,14105,12396,14,69,517,97,346
"49080","Winnemucca, NV Micro Area",8377,6333,4972,998,15,447,93,491
"49100","Winona, MN Micro Area",27885,24028,21445,526,220,1657,103,1351
"49180","Winston-Salem, NC Metro Area",299382,276762,250216,2273,334,3971,2573,13469
"49220","Wisconsin Rapids-Marshfield, WI Micro Area",35266,32453,29038,54,219,905,367,1268
"49260","Woodward, OK Micro Area",11019,10233,9088,0,17,273,77,419
"49300","Wooster, OH Micro Area",54851,48471,43081,136,501,2204,961,2578
"49340","Worcester, MA-CT Metro Area",471026,415170,377952,8489,917,13286,7009,26155
"49380","Worthington, MN Micro Area",10521,9543,7915,37,0,363,118,460
"49420","Yakima, WA Metro Area",103557,96181,82905,488,308,1871,1111,3598
"49460","Yankton, SD Micro Area",11254,10338,9355,111,70,187,61,487
"49500","Yauco, PR Metro Area",21327,19631,18645,163,34,438,540,521
"49620","York-Hanover, PA Metro Area",220550,205069,186425,1784,578,3319,1531,8269
"49660","Youngstown-Warren-Boardman, OH-PA Metro Area",236224,218128,200862,1783,193,3866,3360,8894
"49700","Yuba City, CA Metro Area",69212,63300,54832,573,223,1048,734,3334
"49740","Yuma, AZ Metro Area",78082,71837,63817,1542,254,1533,1023,1893
"49780","Zanesville, OH Micro Area",37647,35304,32223,95,50,1168,274,756
"49820","Zapata, TX Micro Area",4910,4519,3333,0,0,180,7,204
"36660","Opelousas, LA Micro Area",30439,28460,26220,61,15,598,334,971
"36700","Orangeburg, SC Micro Area",34118,31866,29035,62,36,469,240,1445
"36740","Orlando-Kissimmee-Sanford, FL Metro Area",1208128,1080586,962732,20474,4532,13194,18649,70693
"22700","Fort Dodge, IA Micro Area",16515,14817,13297,92,44,678,138,746
"22660","Fort Collins, CO Metro Area",179699,148903,134580,2832,5515,4922,2085,15442
