"msa_fips","msa_name","total_commute","under_5_mins","mins_5_to_9","mins_10_to_14","mins_15_to_19","mins_20_to_24","mins_25_to_29","mins_30_to_34","mins_35_to_39","mins_40_to_44","over_60_mins"
"34100","Morristown, TN Metro Area",56433,1565,6403,8235,9404,7794,3836,6438,1956,1378,4933
"34140","Moscow, ID Micro Area",18850,1325,4237,3360,2361,2627,776,1594,354,684,795
"34180","Moses Lake, WA Micro Area",37742,2034,6436,7553,6536,4717,1419,4496,836,828,1547
"34220","Moultrie, GA Micro Area",17814,359,2170,3264,2810,3463,904,2087,280,608,924
"34260","Mountain Home, AR Micro Area",15262,1110,3057,3561,2692,1997,644,1302,106,127,237
"34300","Mountain Home, ID Micro Area",11453,814,2869,1499,1293,1683,798,568,248,162,922
"34340","Mount Airy, NC Micro Area",30008,1270,3709,5195,4288,3893,1285,3381,680,836,2688
"34350","Mount Gay-Shamrock, WV Micro Area",9296,691,1022,1207,1498,1180,560,692,228,231,774
"34380","Mount Pleasant, MI Micro Area",31317,2329,7329,6799,4476,3300,1454,2328,392,447,973
"34420","Mount Pleasant, TX Micro Area",19198,602,3420,3753,4136,2867,529,1464,310,220,424
"34460","Mount Sterling, KY Micro Area",17896,651,2353,2550,2615,2088,964,1893,459,711,1942
"34500","Mount Vernon, IL Micro Area",15084,570,2261,3086,3335,2239,725,1260,298,206,482
"35020","Natchez, MS-LA Micro Area",16180,850,3808,3512,2812,1440,534,1175,48,203,504
"35060","Natchitoches, LA Micro Area",11721,347,1837,2528,2448,1106,615,992,376,115,561
"35100","New Bern, NC Metro Area",52561,1931,7435,10579,8757,7013,2766,6344,921,1238,2784
"35140","Newberry, SC Micro Area",16311,602,1705,2635,2361,2467,937,1686,519,513,1467
"35220","New Castle, IN Micro Area",18844,1054,2240,2868,2076,2258,1016,1843,563,650,2068
"35260","New Castle, PA Micro Area",37391,1579,5548,6456,5431,4265,2051,3905,1541,1372,2709
"35300","New Haven-Milford, CT Metro Area",402925,8484,38036,61301,66762,65597,26639,51323,12201,14855,26446
"35380","New Orleans-Metairie, LA Metro Area",557173,12067,46688,72999,97308,90837,33122,84196,14523,17590,42553
"35420","New Philadelphia-Dover, OH Micro Area",42099,2143,6730,5780,6460,6112,2992,4369,1055,1188,2473
"35440","Newport, OR Micro Area",17465,1697,3248,3232,2966,2273,756,1399,178,407,458
"35460","Newport, TN Micro Area",13481,546,1350,1722,1822,1507,645,1480,586,571,1856
"35580","New Ulm, MN Micro Area",12443,1055,4046,2472,1448,1070,465,647,130,377,309
"35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area",8905221,126141,469870,751591,868144,977004,460723,1319684,285772,523601,1130241
"35660","Niles, MI Metro Area",67729,3574,11302,13409,11674,9218,4603,6155,1470,1430,2062
"35700","Nogales, AZ Micro Area",16452,327,2039,3234,3302,2567,936,1169,187,99,762
"35740","Norfolk, NE Micro Area",23577,1917,6375,5744,3011,2406,735,1358,364,416,634
"35820","North Platte, NE Micro Area",17321,1244,4123,4690,2815,1360,746,1110,118,184,489
"35840","North Port-Sarasota-Bradenton, FL Metro Area",301052,5000,21477,38635,48933,62814,16366,55285,8563,8892,18634
"35860","North Vernon, IN Micro Area",13410,384,1238,2329,1608,1908,1581,2061,473,406,642
"47660","Warrensburg, MO Micro Area",25341,1530,5641,3961,3655,2392,1237,1991,639,641,1843
"47700","Warsaw, IN Micro Area",37280,2101,5638,7800,6916,4723,2721,2946,735,635,1667
"47780","Washington, IN Micro Area",13911,1230,2506,1983,1617,1111,504,1500,214,475,1326
"47820","Washington, NC Micro Area",18346,1065,2706,3738,2436,1594,1003,2165,511,440,1171
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",3111430,36918,146103,248275,338957,363660,185872,477483,131907,189918,440534
"47920","Washington Court House, OH Micro Area",12084,414,2081,1920,1498,1132,523,964,402,551,1198
"35900","North Wilkesboro, NC Micro Area",28202,704,2917,4868,5437,3882,1396,3150,454,710,2017
"35940","Norwalk, OH Micro Area",26423,1685,4389,3907,2768,3243,2541,3258,825,752,1633
"35980","Norwich-New London, CT Metro Area",129793,3418,14245,21339,21850,22132,8781,14316,3802,4078,7209
"36580","Oneonta, NY Micro Area",25908,1435,4434,3816,4063,3019,1708,3067,811,655,1359
"36620","Ontario, OR-ID Micro Area",19559,1799,3980,3564,3289,2222,715,1506,145,299,830
"47940","Waterloo-Cedar Falls, IA Metro Area",82747,5291,15204,18789,17167,11540,3709,5015,1025,970,1616
"47980","Watertown, SD Micro Area",16777,1377,4306,4718,2593,1105,488,887,123,138,427
"48020","Watertown-Fort Atkinson, WI Micro Area",43370,2738,6889,5602,5078,4747,2756,4611,1636,2028,4268
"48060","Watertown-Fort Drum, NY Metro Area",49236,3894,8479,9201,9190,6830,2983,4328,754,851,1418
"48100","Wauchula, FL Micro Area",9194,378,805,1658,1732,1522,350,815,115,91,902
"48140","Wausau-Weston, WI Metro Area",80168,4435,11199,16273,15489,12623,5043,6386,1796,1629,2641
"48180","Waycross, GA Micro Area",19941,477,1811,3997,4352,3626,942,1933,357,364,936
"48220","Weatherford, OK Micro Area",13129,1656,4193,2037,1105,1023,432,989,98,94,404
"48260","Weirton-Steubenville, WV-OH Metro Area",48127,2187,6496,7976,7060,5442,3324,4529,1556,2088,3789
"48300","Wenatchee, WA Metro Area",51013,2210,8232,10087,11827,7057,1975,3763,861,1181,1782
"48460","West Plains, MO Micro Area",15679,765,3327,3708,2538,1670,923,1429,213,62,327
"48500","West Point, MS Micro Area",6619,181,708,1663,476,1194,673,811,59,149,295
"48540","Wheeling, WV-OH Metro Area",58319,2336,7051,8789,11565,9060,3460,5537,1205,1664,3743
"48580","Whitewater, WI Micro Area",50243,2849,7286,7958,7320,5940,2639,4508,1741,1517,4273
"48620","Wichita, KS Metro Area",295695,10969,37150,50482,60456,57798,20465,31159,5626,5376,8190
"48660","Wichita Falls, TX Metro Area",66795,3362,13442,17161,15949,7733,2255,3054,449,284,1011
"48700","Williamsport, PA Metro Area",50743,2681,8365,9489,9170,6846,3084,4807,853,1056,1905
"48780","Williston, ND Micro Area",17926,1094,4336,4511,3936,1147,373,807,130,200,557
"48820","Willmar, MN Micro Area",20652,1333,5039,4234,3275,2713,762,1372,261,259,532
"48900","Wilmington, NC Metro Area",125721,3174,12225,23245,26459,21168,8357,13818,2238,3107,6074
"48940","Wilmington, OH Micro Area",18412,903,2641,2541,2480,1945,851,1627,587,772,2038
"48980","Wilson, NC Micro Area",34082,906,4714,7734,6965,4118,1523,2622,499,1006,1667
"49020","Winchester, VA-WV Metro Area",61969,1488,5274,8613,11736,7356,2973,5858,1003,1633,4983
"49060","Winfield, KS Micro Area",14802,1171,3745,3047,1903,1281,546,861,177,207,943
"49080","Winnemucca, NV Micro Area",7886,442,1561,1745,844,417,95,347,64,79,888
"49100","Winona, MN Micro Area",26534,1658,6001,6451,3765,1971,1013,2139,818,668,1038
"49180","Winston-Salem, NC Metro Area",285913,6059,28209,42365,52760,49339,20813,36865,9240,8594,17583
"49220","Wisconsin Rapids-Marshfield, WI Micro Area",33998,1887,6491,7560,5387,3890,1676,2729,684,866,1494
"49260","Woodward, OK Micro Area",10600,1069,2246,2352,1893,984,341,643,60,110,426
"49300","Wooster, OH Micro Area",52273,4002,7891,9467,8231,7233,3116,4368,1505,1236,2894
"49340","Worcester, MA-CT Metro Area",444871,10992,42391,54905,59962,56073,27792,58614,14857,18779,45116
"49380","Worthington, MN Micro Area",10061,1002,2790,1795,1393,1071,283,545,116,233,483
"49420","Yakima, WA Metro Area",99959,4763,14639,18446,21887,15118,5145,10340,1366,1712,3481
"49460","Yankton, SD Micro Area",10767,988,3257,2810,1461,703,292,457,34,63,182
"49500","Yauco, PR Metro Area",20806,262,1326,5274,3570,2411,1088,3657,329,595,1090
"49620","York-Hanover, PA Metro Area",212281,4720,20673,26851,32547,30800,16302,24630,7106,8842,18591
"49660","Youngstown-Warren-Boardman, OH-PA Metro Area",227330,8992,30470,37727,40654,35496,16518,21599,5376,6112,10466
"49700","Yuba City, CA Metro Area",65878,2327,6839,10213,10800,6727,2483,6084,1754,3252,7966
"49740","Yuma, AZ Metro Area",76189,3602,10374,14683,14137,11453,4308,8504,1247,2266,2156
"49780","Zanesville, OH Micro Area",36891,1592,4275,6319,5787,5880,2544,2723,1017,1015,2227
"49820","Zapata, TX Micro Area",4706,428,1730,1020,219,322,33,196,0,147,38
"36660","Opelousas, LA Micro Area",29468,1467,4231,3914,2888,4033,1604,4126,1197,1596,1546
"36700","Orangeburg, SC Micro Area",32673,1023,2392,5450,4722,4273,1364,3296,1147,1039,3398
"36740","Orlando-Kissimmee-Sanford, FL Metro Area",1137435,15810,64858,110589,149859,172591,87962,209807,50812,59513,125737
"22700","Fort Dodge, IA Micro Area",15769,1033,3680,4040,2320,1665,685,1016,216,236,364
"22660","Fort Collins, CO Metro Area",164257,4576,19223,28807,28009,26129,9997,17823,2782,5015,10476
